"Gussng","Dffclt","Dscrmn"
2.89368785912478e-05,-1.16461726484039,1.19176931033504
0.22564292048505,0.295920527250766,1.14447511347024
3.27530310866805e-08,-0.573472840793093,1.24067834003198
5.58339144164831e-05,-1.21256489857305,0.951124617397718
1.15113307924098e-05,-1.35624751689195,1.16234416980801
5.34055014301014e-07,-1.24192685305017,1.74162009801224
0.0156285798993377,0.0738424060865658,1.46522834198807
5.05418481085474e-06,-1.34203405069987,1.32158536915513
0.292642739853601,0.907107437641797,1.30405651404339
0.104575249800095,0.57597833995874,1.21868238356618
3.17009246582222e-05,-1.43175449929462,0.666147385347822
0.392548442582453,0.402317098010903,2.03479575423539
0.44276906333839,-0.599055465421145,2.00687897839891
2.47258698985764e-05,-0.909240350142249,1.72549936959102
0.296437271166817,0.664767205542405,2.10002005606496
0.144442306927511,0.293084432572786,1.69918124483718
0.256533358003909,1.2926163586315,1.90984651191969
0.168499745143119,0.346457610901377,1.74061240494838
0.305796537283934,0.208549539736673,2.15782819541359
0.30906677665187,1.00062029219568,2.57828285217562
