"Gussng","Dffclt","Dscrmn"
0.262521564438951,-0.611672947209588,1.95561922042462
0.301913367102475,0.30761788254348,2.46170352983396
0.159961590434854,0.264390762195572,1.93846094947541
0.146397825949555,-0.604709686166745,1.8868036952447
0.190618692308278,0.0886741200171186,1.69949881054448
0.189256978182928,0.403452525580202,2.1706235422322
0.247577703923475,1.34787236097622,1.06138848089431
0.141412632046405,-0.00120616579712867,1.59415852874895
0.0591715741076275,-0.44549742678818,1.36970415802267
0.129813754314259,0.102152893504574,1.33197403180334
0.157182162567145,1.44142008153475,1.30693865724746
0.286885875297778,1.67640034790926,2.33419581839532
0.268154433908936,-0.214415835373683,1.92292993309148
0.174199981839231,0.656858887205042,2.39971161666745
0.188490780287776,-0.629643766786312,1.99946781462584
0.284967761169877,-0.0690112530784333,1.88333509728388
0.190670954913288,0.291099621350019,2.31959218727705
0.245175775749318,1.61890235987487,1.53211546158998
0.0105480014784686,-0.962444480680098,1.6380791695098
0.0997557170143524,-1.07713161379221,1.30869332438598
